sqft,homeType,beds,parkingSpots,lotSize,baths,listPrice,heating_system,cooling_system,view_type,architecture_style,yearBuilt,has_pool,city,address,tax
,Single Family Residential,3,2.0,4970.0,2,110000,Forced Air (Natural Gas),Partial,,Bungalow,,,Chicago,8357 South HERMITAGE Avenue,2203.01
,Condo/Coop,1,,20090.0,1,199000,Baseboard,Window Unit(s) A/C,,Other,1960.0,,Chicago,515 West WRIGHTWOOD Avenue #217,3481.38
,Condo/Coop,1,1.0,,1,125000,,None,,Other,1926.0,,Chicago,6101 North Sheridan Road #7G,1994.0
1500.0,Condo/Coop,3,1.0,,2,220000,Forced Air (Natural Gas),Central A/C,,Other,1926.0,,Chicago,6340 North Bell Avenue #4,3580.87
1700.0,Condo/Coop,3,1.0,3214.0,2,509900,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,1538 West WALTON Street #3,7808.57
,Single Family Residential,4,,4116.0,4,1049000,Forced Air (Natural Gas),Central A/C,,Other,1912.0,,Chicago,1437 West Berteau Avenue,22384.0
3050.0,Single Family Residential,4,2.0,,4,569000,Forced Air (Natural Gas),Central A/C,,Contemporary,2021.0,,Chicago,2750 West Monroe Street,
3126.0,Single Family Residential,4,2.0,5441.0,4,1350000,Forced Air (Natural Gas),Central A/C,,New Traditional,1898.0,,Chicago,1339 West Carmen Avenue,18064.52
,Condo/Coop,3,2.0,21156.0,3,699000,,Window Unit(s) A/C,,High Rise,1979.0,,Chicago,50 East Bellevue Place #2205,15712.09
,Condo/Coop,2,1.0,,1,283500,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1333 North Halsted Street #3N,4445.08
1350.0,Single Family Residential,3,2.0,4138.0,2,70000,,Central A/C,,Other,1929.0,,Chicago,9926 South Perry Street,518.81
1033.0,Condo/Coop,2,1.0,,1,260000,Forced Air (Natural Gas),Central A/C,,Loft,1904.0,,Chicago,1528 South Wabash Avenue #603,5556.37
1090.0,Condo/Coop,2,1.0,,1,339000,Forced Air (Electric),Central A/C,,Loft,2008.0,,Chicago,50 East 16th Street #612,5765.77
1250.0,Condo/Coop,2,1.0,,1,360000,Forced Air (Electric),Central A/C,,Other,2008.0,,Chicago,50 East 16th Street #1203,6342.0
1100.0,Condo/Coop,2,1.0,,1,347000,,Central A/C,,Other,2008.0,,Chicago,50 East 16th Street #1312,115109.4
1013.0,Single Family Residential,3,2.0,3964.0,2,100000,,Central A/C,,Ranch,1963.0,,Chicago,1041 West 97th Place,1206.83
1800.0,Condo/Coop,3,1.0,,2,599000,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,2237 North Oakley Avenue #1,10996.55
,Condo/Coop,1,1.0,,1,169900,,Central A/C,,Other,1976.0,,Chicago,655 West Irving Park Road #5307,4013.63
1700.0,Condo/Coop,3,1.0,,2,459000,Forced Air (Natural Gas),Central A/C,,Other,1916.0,,Chicago,929 West MARGATE Terrace #3,6061.0
1535.0,Condo/Coop,3,1.0,,2,449000,Forced Air (Natural Gas),Central A/C,,High Rise,2009.0,,Chicago,1134 West Granville Avenue #609,4798.0
1700.0,Condo/Coop,3,1.0,,2,590000,,Central A/C,,Other,2021.0,,Chicago,1820 West Foster Avenue #201,7554.54
1700.0,Condo/Coop,3,1.0,,2,600000,,Central A/C,,Other,2021.0,,Chicago,1820 West Foster Avenue #202,7554.54
1700.0,Condo/Coop,3,1.0,,2,610000,,Central A/C,,Other,2021.0,,Chicago,1820 West Foster Avenue #303,7554.54
1100.0,Single Family Residential,3,2.0,4530.0,2,160000,Fireplace (Natural Gas),Central A/C,,Split Level,1965.0,,Chicago,11559 South May Street,989.99
1388.0,Single Family Residential,3,2.0,5009.0,2,169900,Forced Air (Natural Gas),Central A/C,,Split Level,1971.0,,Chicago,1024 West 110th Place,1097.72
1100.0,Single Family Residential,3,1.0,4840.0,2,152000,,Central A/C,,Cape Cod,1945.0,,Chicago,12908 South Emerald Avenue,430.06
,Condo/Coop,2,4.0,,1,249000,Baseboard (Natural Gas),Window Unit(s) A/C,,High Rise,1958.0,,Chicago,1150 North Lake Shore Drive #2H,3532.37
2240.0,Single Family Residential,3,,2975.0,1,259000,Radiant (Natural Gas),None,,Other,1885.0,,Chicago,1408 North Ridgeway Avenue,3095.16
,Condo/Coop,2,1.0,,1,355000,Forced Air (Electric),Window Unit(s) A/C,,High Rise,1980.0,,Chicago,30 East Huron Street #3202,8219.32
,Condo/Coop,2,1.0,,2,425000,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,1601 North Paulina Street #2A,6392.68
,Condo/Coop,2,2.0,,2,369000,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,2758 West Francis Place #304,5517.62
,Condo/Coop,2,1.0,,2,419888,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,1751 North WESTERN Avenue #101,7263.81
,Condo/Coop,2,1.0,,2,439000,Forced Air (Natural Gas),Central A/C,,Other,2020.0,,Chicago,2423 West Fullerton Avenue #3E,
,Condo/Coop,2,1.0,,2,479000,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,2423 West Fullerton Avenue #4E,
,Condo/Coop,2,,,1,124900,Baseboard,Window Unit(s) A/C,,Other,1960.0,,Chicago,2025 West Granville Avenue #101,644.42
1060.0,Condo/Coop,1,1.0,,1,375000,Forced Air (Natural Gas),Central A/C,,Loft,1920.0,,Chicago,550 North Kingsbury Street #315,6070.09
,Condo/Coop,4,1.0,,3,599999,Forced Air (Natural Gas),Central A/C,,Other,2018.0,,Chicago,3620 West Diversey Avenue #1A,10536.39
,Condo/Coop,2,1.0,,2,380000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1671 North CLAREMONT Avenue #1E,6416.17
1000.0,Condo/Coop,2,,,1,199900,Baseboard,Window Unit(s) A/C,,Other,1928.0,,Chicago,1615 West Farwell Avenue #101,2132.53
875.0,Condo/Coop,2,1.0,,1,189990,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,5232 North Campbell Avenue #GA,3516.0
,Condo/Coop,1,1.0,,1,310000,Forced Air (Natural Gas),Central A/C,,Loft,1902.0,,Chicago,900 North Kingsbury Street #880,3772.09
,Condo/Coop,1,1.0,,1,265000,Forced Air (Electric),Window Unit(s) A/C,,High Rise,1980.0,,Chicago,30 East Huron Street #3905,5601.78
,Condo/Coop,1,1.0,,1,275000,Forced Air,Central A/C,,High Rise,2001.0,,Chicago,600 North Dearborn Street #1010,5179.49
,Condo/Coop,1,1.0,,1,499000,Forced Air (Natural Gas),Central A/C,,Loft,1907.0,,Chicago,110 North Peoria Street #303,7802.0
,Condo/Coop,1,,,1,265000,,Window Unit(s) A/C,,High Rise,1980.0,True,Chicago,30 East Huron Street #2901,6100.55
1400.0,Condo/Coop,3,,,2,275000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,843 West Windsor Avenue #2W,4929.38
,Condo/Coop,2,,,1,165000,Forced Air (Natural Gas),Central A/C,,Other,1927.0,,Chicago,3250 West CRYSTAL Street #1,3248.0
,Condo/Coop,2,,,1,179900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,7323 North Paulina Street #2,2362.0
,Condo/Coop,2,,,1,220000,,Central A/C,,Other,1920.0,,Chicago,1634 West Columbia Avenue #1S,1735.0
700.0,Condo/Coop,1,1.0,,1,98000,,Window Unit(s) A/C,,Other,1979.0,,Chicago,8455 West LELAND Avenue #306N,
1976.0,Condo/Coop,3,1.0,0.0,3,439900,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,3256 West ARMITAGE Avenue #2,6677.82
2610.0,Single Family Residential,3,2.0,3001.0,4,529900,,Central A/C,,Other,2021.0,,Chicago,6547 South Evans Avenue,735.37
2400.0,Condo/Coop,3,2.0,,3,1200000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,360 West ILLINOIS Street #4B,17116.34
2263.0,Single Family Residential,3,2.0,3877.0,3,698000,,Central A/C,,Other,1890.0,,Chicago,4242 North Ashland Avenue,15133.68
1070.0,Condo/Coop,2,1.0,,1,355000,Fireplace (Natural Gas),Central A/C,,Other,2002.0,,Chicago,1500 West Monroe Street #207,4559.96
1104.0,Condo/Coop,2,1.0,,2,459900,Fireplace (Natural Gas),Central A/C,,Other,2006.0,,Chicago,700 North Larrabee Street #315,7160.0
1320.0,Condo/Coop,2,1.0,,2,449000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,845 North Kingsbury Street #214,7319.24
1400.0,Condo/Coop,2,1.0,,2,189900,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,5905 West CORCORAN Place #1E,1897.63
1000.0,Condo/Coop,2,,,2,214500,Forced Air (Natural Gas),Central A/C,,Other,1913.0,,Chicago,1428 West Lunt Avenue #2N,1409.73
4687.0,Single Family Residential,4,4.0,4687.0,2,149900,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,,,Chicago,6321 South Racine Avenue,1038.53
1198.0,Condo/Coop,1,1.0,,1,340000,Forced Air (Natural Gas),Central A/C,,Loft,1910.0,,Chicago,165 North Canal Street #1206,6902.42
,Condo/Coop,3,,,1,320000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2839 West Palmer Street #1,4480.23
950.0,Condo/Coop,1,,,1,89000,Forced Air (Natural Gas),Central A/C,,Other,1918.0,,Chicago,6712 South Ridgeland Avenue #2A,1103.98
1142.0,Single Family Residential,3,2.0,3158.0,3,235000,,Central A/C,,Other,1925.0,,Chicago,6558 South Oakley Avenue,969.65
950.0,Condo/Coop,2,,,1,269000,Forced Air (Natural Gas),Partial,,Other,1909.0,,Chicago,2108 West North Avenue #B,3463.0
,Condo/Coop,2,1.0,,2,249900,Fireplace (Natural Gas),Central A/C,,Other,1916.0,,Chicago,1619 West North Shore Avenue #1,2820.38
,Condo/Coop,3,2.0,0.0,2,459000,Forced Air,Central A/C,,Other,1994.0,,Chicago,2135 North Southport Avenue #202,8472.0
945.0,Condo/Coop,2,,,2,329000,Forced Air (Natural Gas),Central A/C,,Other,2015.0,,Chicago,1345 South Wabash Avenue #509,5292.97
,Single Family Residential,3,1.0,1215.0,2,665000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4310 North LEAVITT Street,8936.61
2100.0,Condo/Coop,3,2.0,,2,525000,Forced Air (Electric),Central A/C,,Other,1964.0,,Chicago,1 East SCHILLER Street #12A,11452.42
900.0,Condo/Coop,2,1.0,,1,285000,Radiator,Window Unit(s) A/C,,Other,,,Chicago,7631 North Eastlake Terrace #1D,2204.73
2175.0,Condo/Coop,3,,,4,1600000,Radiant (Electric),Central A/C,,High Rise,1984.0,,Chicago,950 North Michigan Avenue #4802,24069.73
1500.0,Single Family Residential,3,,3528.0,2,150000,,Central A/C,,Other,,,Chicago,748 East 69th Place,1636.31
,Condo/Coop,2,1.0,,2,325000,Baseboard (Electric),Window Unit(s) A/C,,High Rise,1929.0,,Chicago,1211 North LASALLE Street #1403,5165.23
4700.0,Condo/Coop,4,1.0,54886.0,5,4700000,Baseboard,,,Other,1968.0,,Chicago,505 North Lake Shore Drive #7000,4902.24
2100.0,Condo/Coop,3,,21427.0,3,894900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,400 East Ohio Street #4801,13275.0
2300.0,Condo/Coop,3,1.0,,2,949800,,Window Unit(s) A/C,,High Rise,1968.0,True,Chicago,505 North Lake Shore Drive #1603-1604,14956.0
1728.0,Single Family Residential,3,2.0,3790.0,3,450000,Fireplace (Natural Gas),Central A/C,,Other,1929.0,,Chicago,3424 North Oriole Avenue,3280.79
1900.0,Condo/Coop,3,1.0,6250.0,3,675000,Fireplace (Natural Gas),Central A/C,,Other,2002.0,,Chicago,120 West Oak Street #5D,14183.34
1850.0,Condo/Coop,2,1.0,,3,559000,,Central A/C,,Other,1995.0,,Chicago,1112 West Fry Street #B,7916.89
,Condo/Coop,2,1.0,,1,359900,,Central A/C,,Other,2006.0,,Chicago,3125 West FULLERTON Avenue #212,5590.92
1300.0,Condo/Coop,2,1.0,,2,319000,Forced Air (Natural Gas),Central A/C,,High Rise,2001.0,,Chicago,1525 South Sangamon Street #607,2805.11
,Single Family Residential,4,,,1,144900,,None,,Split Level,1967.0,,Chicago,6124 South Throop Avenue,1257.29
1100.0,Single Family Residential,3,2.0,3659.0,1,115000,Forced Air (Natural Gas),None,,Other,,,Chicago,10042 South Lafayette Avenue,922.49
,Condo/Coop,2,,,1,204900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4440 North Damen Avenue #4E,4145.99
,Condo/Coop,2,,,1,199000,Hot Water,Window Unit(s) A/C,,Other,1914.0,,Chicago,932 West Sunnyside Avenue #2C,1787.88
,Single Family Residential,3,2.0,3751.0,2,324900,Forced Air (Natural Gas),Central A/C,,Cape Cod,1954.0,True,Chicago,6621 South Keating Avenue,2827.2
1039.0,Single Family Residential,3,,3006.0,1,95000,Forced Air,None,,Cape Cod,1916.0,,Chicago,11930 South La Salle Street,1815.0
,Condo/Coop,2,1.0,,2,359900,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,659 West DIVISION Street #B,5247.01
1091.0,Single Family Residential,3,2.0,3019.0,1,120000,Forced Air (Natural Gas),Central A/C,,Other,1958.0,,Chicago,7416 South Wentworth Avenue,795.72
1366.0,Single Family Residential,3,,4922.0,2,298500,Forced Air (Natural Gas),Central A/C,,Bungalow,1920.0,,Chicago,5119 West Berenice Avenue,4332.0
1384.0,Single Family Residential,3,2.0,3629.0,2,379000,Forced Air (Natural Gas),Central A/C,,Bungalow,1922.0,,Chicago,2930 North KILPATRICK Avenue,326.0
1298.0,Single Family Residential,3,,3811.0,2,377000,,Central A/C,,Other,1939.0,,Chicago,3716 North Octavia Avenue,4795.75
1000.0,Condo/Coop,2,1.0,,1,275000,Forced Air,Central A/C,,Other,1963.0,,Chicago,222 East Pearson Street #409,5946.21
1000.0,Condo/Coop,2,1.0,,2,184000,,Window Unit(s) A/C,,Other,1979.0,,Chicago,5155 North East River Road #314F,1777.0
1407.0,Condo/Coop,4,1.0,,2,225000,,Central A/C,,Other,1912.0,,Chicago,1411 East 67th Place #2E,
2447.0,Single Family Residential,3,2.0,3781.0,2,335000,,Central A/C,,Bungalow,1932.0,,Chicago,4843 South Keeler Avenue,3122.45
860.0,Condo/Coop,2,1.0,,2,114900,Radiant,,,Other,,,Chicago,2208 West 111th Street #1D,1261.19
1700.0,Condo/Coop,3,2.0,105415.0,2,399000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,2712 West Chicago Avenue #2,6788.19
,Condo/Coop,4,,,1,75000,,None,,Other,,,Chicago,3946 West LEXINGTON Avenue #1,2990.0
964.0,Single Family Residential,3,2.0,,2,165000,,Central A/C,,Other,,,Chicago,10229 South Rhodes Avenue,381.0
1421.0,Single Family Residential,3,2.0,3101.0,2,430000,,Central A/C,,Bungalow,1923.0,,Chicago,2613 West Lunt Avenue,5037.07
4300.0,Condo/Coop,4,2.0,,3,3150000,,Window Unit(s) A/C,,High Rise,1968.0,,Chicago,505 North Lake Shore Drive #4610-11-12,68075.25
1056.0,Condo/Coop,1,1.0,,1,279900,,Central A/C,,Loft,1909.0,,Chicago,2545 South DEARBORN Street #320,3363.69
800.0,Condo/Coop,1,2.0,,1,199900,Forced Air (Natural Gas),Central A/C,,Loft,1910.0,,Chicago,6 East MONROE Street #1203,3225.81
600.0,Condo/Coop,1,1.0,,1,199999,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,222 North Columbus Drive #702,3570.4
1796.0,Single Family Residential,3,3.0,3659.0,3,289000,,Central A/C,,Other,1900.0,,Chicago,2104 South Drake Avenue,2895.92
700.0,Condo/Coop,1,7.0,,1,189000,Baseboard,Window Unit(s) A/C,,Other,1975.0,,Chicago,5310 North Chester Avenue #110,1018.0
950.0,Condo/Coop,2,1.0,,1,99500,Baseboard,None,,Other,1959.0,,Chicago,6161 North HOYNE Avenue #214,
848.0,Single Family Residential,2,,3180.0,1,99000,Forced Air,None,,Ranch,1892.0,,Chicago,13451 South Burley Avenue,632.9
4797.0,Single Family Residential,3,1.0,4792.0,1,135000,,Central A/C,,Other,1950.0,,Chicago,438 West 126th Street,209.61
1945.0,Condo/Coop,3,2.0,23185.0,2,395000,Forced Air (Natural Gas),Central A/C,,High Rise,1998.0,,Chicago,1529 South State Street #12EG,8375.0
1585.0,Condo/Coop,3,1.0,,2,475000,Forced Air (Natural Gas),Central A/C,,High Rise,2003.0,,Chicago,1717 South Prairie Avenue #1105,8354.0
3000.0,Condo/Coop,4,1.0,,4,709000,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,2759 West Lawrence Avenue #1E,
1278.0,Condo/Coop,3,1.0,9984.0,2,275000,Forced Air (Electric),Central A/C,,High Rise,1913.0,,Chicago,780 South Federal Street #302,4704.15
984.0,Single Family Residential,3,2.0,2648.0,1,314900,,Central A/C,,Ranch,1963.0,,Chicago,2122 North Kildare Avenue,3973.0
,Condo/Coop,3,2.0,,2,739000,Forced Air (Electric),Central A/C,,High Rise,2008.0,,Chicago,50 East 16th Street #1405,10367.0
2800.0,Condo/Coop,4,1.0,,3,385000,Fireplace (Natural Gas),Central A/C,,Other,2007.0,,Chicago,3303 South Michigan Avenue #1,3748.0
,Condo/Coop,2,1.0,,1,225000,Forced Air,Central A/C,,Loft,2006.0,,Chicago,1720 South Michigan Avenue #1411,5337.27
,Condo/Coop,3,1.0,,2,180000,Hot Water,Window Unit(s) A/C,,Other,1965.0,,Chicago,6135 West 64TH Place #3E,1132.53
2490.0,Single Family Residential,3,2.0,2082.0,3,359000,,Central A/C,,Other,,,Chicago,6033 South Eberhart Avenue,3002.0
,Single Family Residential,3,2.0,4199.0,3,425000,,Central A/C,,Ranch,1955.0,,Chicago,3650 West PETERSON Avenue,5523.0
1590.0,Condo/Coop,3,1.0,,3,680000,,Central A/C,,Other,1991.0,,Chicago,474 North Lake Shore Drive #5708,12162.16
,Condo/Coop,1,1.0,18117.0,1,245000,,Window Unit(s) A/C,,High Rise,1911.0,,Chicago,600 South Dearborn Street #504,4907.31
,Condo/Coop,1,1.0,,1,224900,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,,,Chicago,900 West Fullerton Avenue #5D,4854.0
,Condo/Coop,1,1.0,,1,289900,Forced Air (Natural Gas),Central A/C,,Other,1969.0,,Chicago,801 West Oakdale Avenue #3B,3465.63
,Condo/Coop,1,,,1,310000,Forced Air (Natural Gas),Central A/C,,Loft,1925.0,,Chicago,3323 North Paulina Street #2B,4428.58
,Condo/Coop,1,1.0,,1,270000,,Window Unit(s) A/C,,High Rise,1970.0,,Chicago,2700 North Hampden Court #23D,4238.8
,Condo/Coop,1,1.0,,1,265000,Radiant,Window Unit(s) A/C,,Other,1976.0,True,Chicago,3900 North Pine Grove Avenue #610,3313.41
3200.0,Condo/Coop,4,2.0,,5,1400000,Forced Air (Natural Gas),Central A/C,,Other,1988.0,,Chicago,414 West Wisconsin Street #D,22301.9
1500.0,Condo/Coop,3,1.0,,2,359000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,6439 North Rockwell Street #1,3532.0
2300.0,Condo/Coop,3,1.0,,3,700000,Fireplace (Natural Gas),Central A/C,,Other,2008.0,,Chicago,2116 West Barry Avenue #1,11363.0
4400.0,Single Family Residential,4,2.0,3136.0,5,1799000,Forced Air (Natural Gas),Central A/C,,Other,1988.0,,Chicago,1815 North Fremont Street,30227.19
1800.0,Condo/Coop,3,,,2,425000,,Window Unit(s) A/C,,Other,1922.0,,Chicago,40 East DELAWARE Place #1002,9514.33
2000.0,Condo/Coop,3,2.0,3778.0,3,575000,Fireplace (Natural Gas),Central A/C,,Other,,,Chicago,1148 West Grand Avenue #1,8367.0
,Condo/Coop,2,1.0,,2,325000,Hot Water,Window Unit(s) A/C,,High Rise,1962.0,,Chicago,4250 North MARINE Drive #922,4598.8
770.0,Condo/Coop,1,1.0,,1,235000,,Central A/C,,Other,2004.0,,Chicago,210 South DES PLAINES Street #508,5482.21
1000.0,Condo/Coop,2,1.0,,2,205000,,Central A/C,,Other,1983.0,,Chicago,5825 West Higgins Avenue #3A,2350.0
750.0,Condo/Coop,1,1.0,,1,215000,,Window Unit(s) A/C,,Other,1984.0,,Chicago,211 East Ohio Street #1102,3426.0
850.0,Condo/Coop,1,1.0,,1,209900,Forced Air,Central A/C,,Other,1928.0,,Chicago,1550 South Blue Island Avenue #510,2873.0
1000.0,Condo/Coop,2,1.0,,2,199000,Forced Air (Natural Gas),Central A/C,,Other,1974.0,,Chicago,5010 North Austin Avenue #404,1845.39
800.0,Condo/Coop,1,1.0,,1,269000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1546 North Orleans Street #507,4386.11
800.0,Condo/Coop,1,1.0,,1,281975,,Central A/C,,Loft,1890.0,,Chicago,225 West Huron Street #619,4138.79
705.0,Condo/Coop,1,1.0,,1,274900,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,210 South Desplaines Street #606,4971.2
1090.0,Condo/Coop,2,1.0,,2,259000,Radiant,Central A/C,,Other,2005.0,,Chicago,6759 West Forest Preserve Drive #411,1196.0
849.0,Condo/Coop,1,1.0,,1,247000,Forced Air,Central A/C,,High Rise,1992.0,,Chicago,440 North Wabash Avenue #1603,4480.12
800.0,Condo/Coop,1,,,1,260000,Zoned (Electric),Window Unit(s) A/C,,Other,1982.0,,Chicago,30 East HURON Street #1001,4725.99
1200.0,Condo/Coop,2,,,2,215000,,Central A/C,,Other,1922.0,,Chicago,4700 North Monticello Avenue #404,2161.07
1230.0,Condo/Coop,2,1.0,,2,267900,,Central A/C,,Other,1993.0,,Chicago,6526 West Irving Park Road #604,2391.34
800.0,Condo/Coop,1,1.0,,1,240000,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,1801 South Michigan Avenue #605,4677.41
1000.0,Condo/Coop,2,1.0,,2,219900,,Central A/C,,Other,1977.0,,Chicago,2729 West Touhy Avenue #2C,3338.36
817.0,Condo/Coop,1,1.0,,1,261500,Fireplace (Natural Gas),Central A/C,,Loft,1920.0,,Chicago,1000 West 15th Street #317,3447.0
900.0,Condo/Coop,1,1.0,,1,250000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1935 South Archer Avenue #219,4436.0
947.0,Condo/Coop,1,,,1,319000,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,437 West Division Street #506,3780.0
700.0,Condo/Coop,1,2.0,41067.0,1,225000,,Central A/C,,Other,2002.0,,Chicago,222 North Columbus Drive #1305,4485.39
800.0,Condo/Coop,1,1.0,,1,314000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,910 West Madison Street #704,6701.05
800.0,Condo/Coop,1,1.0,,1,260000,Forced Air (Natural Gas),Central A/C,,Loft,2002.0,,Chicago,111 South Morgan Street #306,5185.72
695.0,Condo/Coop,1,,,1,209000,Forced Air,Central A/C,,High Rise,2002.0,,Chicago,222 North Columbus Drive #603,4721.23
700.0,Condo/Coop,1,1.0,,1,222000,Forced Air (Natural Gas),Central A/C,,High Rise,2002.0,,Chicago,222 North COLUMBUS Drive #1207,4662.0
925.0,Condo/Coop,1,,,1,320000,Forced Air (Electric),Central A/C,,Other,1900.0,,Chicago,225 West Huron Street #618,5064.59
800.0,Condo/Coop,1,1.0,,1,235000,Forced Air (Natural Gas),Central A/C,,High Rise,,,Chicago,212 West WASHINGTON Street #712,4476.0
885.0,Condo/Coop,1,1.0,,1,199000,,Central A/C,,Other,2005.0,,Chicago,2323 West Pershing Road #617,1900.19
700.0,Condo/Coop,1,,,1,249980,,Window Unit(s) A/C,,Other,1984.0,,Chicago,211 East Ohio Street #2725,4692.43
850.0,Condo/Coop,1,,24083.0,1,275000,,Central A/C,,Other,1985.0,,Chicago,70 West Huron Street #2005,3864.88
1364.0,Condo/Coop,2,,,2,250000,Forced Air (Natural Gas),Central A/C,,Other,1911.0,,Chicago,4823 North SAWYER Avenue #1,3949.76
1110.0,Condo/Coop,2,,,2,325000,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,4609 North Rockwell Street #1,4888.56
797.0,Condo/Coop,1,1.0,,1,250000,Forced Air (Natural Gas),Central A/C,,Other,2009.0,,Chicago,50 East 16th Street #510,4455.0
2200.0,Condo/Coop,4,2.0,,3,1400000,Forced Air (Natural Gas),Central A/C,,Other,2021.0,,Chicago,128 South Green Street #3C,
1747.0,Condo/Coop,3,1.0,,2,699900,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,926 West FULLERTON Avenue #2,11587.4
1480.0,Condo/Coop,3,2.0,,2,234500,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,4140 South Michigan Avenue #2,2811.46
,Condo/Coop,1,,,1,199900,,Central A/C,,Loft,1927.0,,Chicago,1550 South Blue Island Avenue #718,2873.94
,Condo/Coop,1,1.0,,1,265000,Forced Air (Natural Gas),Central A/C,,Loft,2003.0,,Chicago,1000 North Kingsbury Street #203,4964.32
,Condo/Coop,1,1.0,,1,199900,,Central A/C,,Loft,1892.0,,Chicago,1503 South State Street #303,5122.85
1221.0,Condo/Coop,2,1.0,,2,549000,Forced Air (Natural Gas),Central A/C,,High Rise,2008.0,,Chicago,757 North Orleans Street #1611,8030.52
850.0,Condo/Coop,1,1.0,,1,129900,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,1968.0,,Chicago,5757 North Sheridan Road #6F,2082.22
