sqft,homeType,beds,parkingSpots,lotSize,baths,listPrice,heating_system,cooling_system,view_type,architecture_style,yearBuilt,has_pool,city,address,tax
1043.0,Single Family Residential,2,2.0,4478.0,1,80000,,Central A/C,,Other,1916.0,,Chicago,1426 North Long Avenue,2745.67
2112.0,Single Family Residential,4,2.0,4443.0,2,329900,Forced Air (Natural Gas),Central A/C,,Other,1895.0,,Chicago,27 North Menard Avenue,1124.95
1100.0,Condo/Coop,2,1.0,,2,274900,,Central A/C,,High Rise,,,Chicago,1224 West Van Buren Street #425,4755.89
1002.0,Condo/Coop,2,1.0,,2,424900,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,225 South SANGAMON Street #409,7066.47
1039.0,Condo/Coop,2,1.0,,2,339500,,Central A/C,,High Rise,2009.0,,Chicago,235 West Van Buren Street #2105,5880.27
1100.0,Condo/Coop,2,,,2,324900,,Window Unit(s) A/C,,High Rise,1914.0,,Chicago,600 South Dearborn Street #2107,5573.32
1300.0,Condo/Coop,2,1.0,,2,485000,Fireplace (Natural Gas),Central A/C,,Other,1996.0,,Chicago,1111 West Madison Street #3D,8512.46
1400.0,Condo/Coop,2,1.0,,2,429900,Forced Air (Natural Gas),Central A/C,,High Rise,2003.0,,Chicago,933 West Van Buren Street #704,7190.0
1177.0,Condo/Coop,2,1.0,,2,489000,Forced Air (Natural Gas),Central A/C,,Loft,2003.0,,Chicago,1260 West WASHINGTON Street #603,7923.13
1200.0,Condo/Coop,2,1.0,,2,449900,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,1028 North Wolcott Avenue #2,7696.96
1020.0,Condo/Coop,2,1.0,,2,349000,,Central A/C,,High Rise,2009.0,,Chicago,235 West Van Buren Street #2316,6220.32
1692.0,Single Family Residential,4,2.0,,2,175000,Radiator,,,Other,1908.0,,Chicago,6947 South King Drive,3228.03
1040.0,Single Family Residential,3,2.0,3136.0,1,70900,Other,,,New Traditional,1963.0,,Chicago,7235 South Wolcott Avenue,1521.52
1128.0,Single Family Residential,4,2.0,4552.0,2,359000,Forced Air (Natural Gas),Central A/C,,Bungalow,1925.0,,Chicago,5958 West Berenice Avenue,792.57
3525.0,Single Family Residential,4,2.0,6621.0,5,775000,Forced Air,Central A/C,,Other,1951.0,,Chicago,10015 South Hoyne Avenue,9353.0
1928.0,Single Family Residential,4,2.0,3123.0,2,519000,Forced Air (Natural Gas),Central A/C,,Ranch,1962.0,,Chicago,3134 South Union Avenue,5978.0
1450.0,Single Family Residential,3,2.0,,2,187000,,Central A/C,,Other,1924.0,,Chicago,424 West 117th Street,1202.41
1136.0,Single Family Residential,4,2.0,3136.0,2,210000,Forced Air,Central A/C,,Other,1911.0,,Chicago,6950 South Prairie Avenue,361.73
1245.0,Single Family Residential,3,2.0,4173.0,2,439000,,Central A/C,,Bungalow,1926.0,,Chicago,5141 West Newport Avenue,5349.0
1497.0,Single Family Residential,3,2.0,3572.0,2,395000,Forced Air (Natural Gas),Central A/C,,Other,1949.0,,Chicago,5930 North Merrimac Avenue,6216.0
2000.0,Single Family Residential,3,2.0,4704.0,2,324999,Radiator,None,,Other,1924.0,,Chicago,4449 West Leland Avenue,5386.0
3150.0,Single Family Residential,4,2.0,3136.0,2,270000,,Central A/C,,Contemporary,1892.0,,Chicago,4202 West Augusta Boulevard,3694.14
924.0,Single Family Residential,3,2.0,2601.0,1,105000,,None,,Other,1894.0,,Chicago,2643 West Gladys Avenue,1766.36
,Single Family Residential,4,1.0,3001.0,2,259953,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,447 East 88th Place,1392.0
1316.0,Single Family Residential,4,2.0,4487.0,2,58500,,None,,Other,1905.0,,Chicago,143 West 107th Street,
1050.0,Single Family Residential,3,,3001.0,2,230000,Forced Air,Central A/C,,Split Level,1973.0,,Chicago,10550 South Aberdeen Street,1632.0
1650.0,Single Family Residential,4,1.0,,2,414900,Forced Air (Natural Gas),Central A/C,,Ranch,1960.0,,Chicago,4949 North Normandy Avenue,5715.73
850.0,Condo/Coop,1,1.0,,1,170000,Hot Water (Electric),Window Unit(s) A/C,,High Rise,1957.0,,Chicago,253 East Delaware Place #9A,3290.94
1104.0,Single Family Residential,3,2.0,3746.0,2,264500,Forced Air (Natural Gas),Central A/C,,Ranch,1965.0,,Chicago,6052 South Melvina Avenue,3337.33
1045.0,Single Family Residential,3,2.0,3751.0,2,299900,Forced Air (Natural Gas),Central A/C,,Bungalow,,,Chicago,6414 South Austin Avenue,1433.31
756.0,Single Family Residential,2,,4487.0,1,149900,,None,,Other,1896.0,,Chicago,1426 North Laramie Avenue,1678.0
1103.0,Single Family Residential,3,2.0,4160.0,1,199900,,Central A/C,,Ranch,1954.0,,Chicago,11317 South Kedzie Avenue,4262.24
1086.0,Single Family Residential,2,2.0,3746.0,2,79900,,None,,Other,1984.0,,Chicago,10223 South Vernon Avenue,588.22
1254.0,Single Family Residential,2,1.0,4487.0,1,91000,,None,,Other,1940.0,,Chicago,620 East 87th Place,1503.94
3900.0,Single Family Residential,4,2.0,,4,1050000,Hot Water (Natural Gas),Central A/C,,Other,1891.0,,Chicago,4452 North Greenview Avenue,12411.74
,Single Family Residential,3,2.0,,3,685000,Forced Air (Natural Gas),Central A/C,,New Traditional,1908.0,,Chicago,1358 North Maplewood Avenue,6927.21
1480.0,Condo/Coop,3,2.0,,2,239000,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,4140 South Michigan Avenue #2,2811.46
1071.0,Single Family Residential,3,,3123.0,1,85000,Forced Air (Natural Gas),None,,Other,,,Chicago,8005 South Marquette Avenue,2037.65
950.0,Condo/Coop,2,1.0,,1,242900,Forced Air (Natural Gas),Central A/C,,Other,1915.0,,Chicago,40 East 9th Street #805,4057.0
2070.0,Single Family Residential,4,,6142.0,2,78900,,Central A/C,,Other,1890.0,,Chicago,6741 South Perry Avenue,1073.15
,Single Family Residential,4,3.0,3149.0,2,429900,Radiator,None,,Other,1890.0,,Chicago,1415 North Maplewood Avenue,6813.66
1007.0,Single Family Residential,4,2.0,3659.0,2,254900,Hot Water,None,,Bungalow,1958.0,,Chicago,10549 South Morgan Street,1708.62
1500.0,Condo/Coop,3,,,2,285000,,Central A/C,,Other,,,Chicago,3042 West DIVERSEY Avenue #G,4235.51
1400.0,Condo/Coop,3,1.0,,2,249000,Radiant (Natural Gas),Window Unit(s) A/C,,Other,1957.0,,Chicago,3950 North Lake Shore Drive #320,3262.0
2100.0,Single Family Residential,4,2.0,3123.0,2,269000,Fireplace (Natural Gas),Central A/C,,Other,1965.0,,Chicago,9211 South Emerald Avenue,1624.22
,Condo/Coop,2,,,1,350000,Forced Air (Natural Gas),Central A/C,,Other,1900.0,,Chicago,2058 North Burling Street #1,5740.2
1025.0,Single Family Residential,2,2.0,4008.0,2,140000,Forced Air (Natural Gas),Central A/C,,Other,1957.0,,Chicago,10122 South Green Street,
920.0,Single Family Residential,2,1.0,3720.0,1,259000,Forced Air (Natural Gas),Central A/C,,Cottage,1928.0,,Chicago,5730 North Merrimac Avenue,1959.22
1004.0,Single Family Residential,3,2.0,4160.0,2,279900,Forced Air (Natural Gas),Central A/C,,New Traditional,1956.0,,Chicago,5808 South Newcastle Avenue,2220.0
1069.0,Single Family Residential,3,2.0,3746.0,2,275000,Forced Air (Natural Gas),Central A/C,,Ranch,1959.0,,Chicago,6217 South Rutherford Avenue,3631.0
1152.0,Single Family Residential,3,2.0,3746.0,2,279900,Forced Air (Natural Gas),Central A/C,,New Traditional,1971.0,,Chicago,6830 West 64th Place,3554.72
2112.0,Single Family Residential,4,2.0,4443.0,2,58900,Fireplace (Natural Gas),,,Other,1890.0,,Chicago,7207 South Princeton Avenue,1973.51
1100.0,Single Family Residential,2,,3149.0,1,70000,,None,,Other,1888.0,,Chicago,9006 South Parnell Avenue,1193.0
1400.0,Single Family Residential,3,,3123.0,2,78900,Forced Air (Natural Gas),None,,Ranch,1957.0,,Chicago,7018 South Marshfield Avenue,1389.0
1128.0,Single Family Residential,3,2.0,4269.0,2,85000,,None,,Other,1964.0,,Chicago,6224 South Seeley Avenue,821.56
2058.0,Single Family Residential,4,3.0,4704.0,1,450000,Radiator,Window Unit(s) A/C,,Other,1910.0,,Chicago,7520 North Rogers Avenue,2911.96
1079.0,Single Family Residential,4,,3136.0,2,77500,,Window Unit(s) A/C,,Other,1910.0,,Chicago,7215 South Aberdeen Street,717.92
1553.0,Single Family Residential,3,2.0,4966.0,1,285000,,Central A/C,,Other,1926.0,,Chicago,2328 North Normandy Avenue,4228.43
1600.0,Single Family Residential,2,2.0,,2,377000,Other,None,,Other,1981.0,,Chicago,2907 North Central Park Avenue,7249.11
1273.0,Single Family Residential,3,2.0,3768.0,2,379000,,Central A/C,,Other,1915.0,,Chicago,4430 North Springfield Avenue,6040.0
1272.0,Single Family Residential,3,2.0,3703.0,2,425000,Forced Air (Natural Gas),Central A/C,,Other,1973.0,True,Chicago,3624 North Paris Avenue,4666.0
760.0,Single Family Residential,2,,3136.0,1,65000,,Window Unit(s) A/C,,Other,1893.0,,Chicago,243 West 105th Street,241.64
1500.0,Single Family Residential,4,2.0,3751.0,2,69750,,Central A/C,,Other,1908.0,,Chicago,7016 South Throop Street,574.76
,Condo/Coop,2,1.0,,2,305000,Forced Air,Central A/C,,Other,2007.0,,Chicago,320 East 21ST Street #409,4432.21
1900.0,Single Family Residential,3,2.0,5097.0,3,365000,Fireplace (Natural Gas),Central A/C,,Other,1940.0,,Chicago,542 East 84th Street,1302.11
1149.0,Single Family Residential,4,1.0,4530.0,2,245000,,Central A/C,,Other,1949.0,,Chicago,1100 West 103rd Place,1052.85
1098.0,Single Family Residential,3,1.0,3594.0,1,100000,Forced Air (Natural Gas),Central A/C,,Ranch,1953.0,,Chicago,9315 South East End Avenue,2764.0
2400.0,Single Family Residential,4,3.0,3123.0,2,895000,,Central A/C,,Other,1900.0,,Chicago,3035 North Sheffield Avenue,7464.0
1600.0,Single Family Residential,4,2.0,3136.0,2,234900,Fireplace (Natural Gas),Central A/C,,Other,1931.0,,Chicago,348 West 109th Place,
1357.0,Single Family Residential,2,,3746.0,1,289900,,Central A/C,,Bungalow,1954.0,,Chicago,5332 North Natoma Avenue,462.85
1908.0,Single Family Residential,4,,3123.0,2,70000,,None,,Other,1888.0,,Chicago,6430 South NORMAL Boulevard,2196.39
1636.0,Single Family Residential,3,1.0,1555.0,2,155000,Forced Air (Natural Gas),None,,Other,1889.0,,Chicago,3958 West ONTARIO Street,2223.68
1268.0,Single Family Residential,4,2.0,3868.0,3,259000,,Window Unit(s) A/C,,Bungalow,,,Chicago,1514 North Lockwood Avenue,
900.0,Single Family Residential,2,2.0,3751.0,2,189999,Fireplace (Natural Gas),Central A/C,,Other,1924.0,,Chicago,1648 East 85th Street,794.35
770.0,Single Family Residential,3,,,1,59900,,Central A/C,,Other,1888.0,,Chicago,327 West 110th Place,745.72
,Condo/Coop,2,1.0,3658.0,2,374900,Forced Air (Natural Gas),Central A/C,,Other,2017.0,,Chicago,5 North Oakley Boulevard #305,5685.6
819.0,Single Family Residential,3,,3136.0,2,340000,Forced Air (Natural Gas),Central A/C,,Other,1890.0,,Chicago,2008 West Cullerton Street,3339.51
960.0,Single Family Residential,2,1.0,,1,323900,Forced Air (Natural Gas),Central A/C,,Georgian,1946.0,,Chicago,7333 West Rascher Avenue,4638.42
998.0,Single Family Residential,2,1.0,5271.0,1,175000,,Central A/C,,Other,1955.0,,Chicago,8433 South Kilbourn Avenue,835.23
817.0,Single Family Residential,2,2.0,3790.0,1,159900,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1923.0,,Chicago,11132 South Kedzie Avenue,2901.84
960.0,Single Family Residential,2,2.0,5009.0,1,140000,,Central A/C,,Ranch,1952.0,,Chicago,11430 South Maplewood Avenue,4308.0
,Condo/Coop,1,2.0,,1,315000,,Central A/C,,Other,2005.0,,Chicago,660 West Wayman Street #106B,2178.25
900.0,Single Family Residential,2,2.0,3751.0,2,220000,,None,,Other,1925.0,,Chicago,5330 South California Avenue,1669.85
1773.0,Single Family Residential,2,2.0,4704.0,1,155000,,None,,Other,1944.0,,Chicago,8641 South Constance Avenue,3342.0
1134.0,Single Family Residential,2,2.0,5388.0,2,360000,Forced Air (Natural Gas),Central A/C,,Ranch,1956.0,,Chicago,6213 North Hiawatha Avenue,3485.0
1285.0,Single Family Residential,3,2.0,,3,160000,Radiant,Window Unit(s) A/C,,Tudor,,,Chicago,7115 South Mozart Street,1522.29
2250.0,Single Family Residential,3,4.0,4966.0,2,234900,,Central A/C,,Split Level,1965.0,,Chicago,12801 South SAGINAW Avenue,2757.0
2018.0,Single Family Residential,3,2.0,,2,220000,,None,,Other,1926.0,,Chicago,11043 South Wallace Street,2153.57
1200.0,Single Family Residential,4,,3703.0,1,149000,Forced Air (Natural Gas),Central A/C,,Other,1929.0,,Chicago,9549 South Wentworth Avenue,1925.66
1084.0,Single Family Residential,4,2.0,4312.0,1,199500,Forced Air (Natural Gas),None,,Bungalow,1927.0,,Chicago,10641 South Normal Avenue,1369.58
1315.0,Single Family Residential,3,3.0,4966.0,3,289900,Forced Air (Natural Gas),Central A/C,,Ranch,1972.0,,Chicago,7615 West Bryn Mawr Avenue,5743.11
1200.0,Single Family Residential,4,2.0,5097.0,2,360000,Forced Air (Natural Gas),Central A/C,,Ranch,1965.0,,Chicago,10631 South Millard Avenue,2606.09
1121.0,Single Family Residential,3,2.0,3751.0,1,334000,Forced Air (Natural Gas),Central A/C,,Ranch,1960.0,,Chicago,7423 North Oconto Avenue,765.75
2000.0,Single Family Residential,4,2.0,3703.0,2,275000,Forced Air (Natural Gas),Window Unit(s) A/C,,Ranch,1930.0,,Chicago,2815 North Mango Avenue,4439.0
1794.0,Single Family Residential,4,,4225.0,1,275000,Forced Air (Natural Gas),Central A/C,,Cape Cod,1950.0,True,Chicago,11527 South Artesian Avenue,3357.29
1320.0,Single Family Residential,3,1.0,3123.0,2,150000,,Window Unit(s) A/C,,Other,,,Chicago,5142 South Washtenaw Avenue,2013.0
1300.0,Single Family Residential,4,2.0,4282.0,2,274900,Forced Air (Natural Gas),Central A/C,,Cape Cod,1958.0,,Chicago,4601 South Leclaire Avenue,1405.28
1500.0,Single Family Residential,4,2.0,3101.0,3,280000,,None,,Cape Cod,1925.0,,Chicago,2741 North MCVICKER Avenue,4615.12
1832.0,Single Family Residential,4,2.0,4095.0,1,329900,Hot Water,None,,Bungalow,1933.0,,Chicago,3021 North Monitor Avenue,1905.57
1200.0,Single Family Residential,3,2.0,3123.0,1,159900,,None,,Other,1924.0,,Chicago,5520 South HOYNE Avenue,1622.0
1530.0,Single Family Residential,4,2.0,4321.0,2,238000,Fireplace (Natural Gas),Central A/C,,Other,1965.0,,Chicago,8259 South Albany Avenue,2740.96
1112.0,Single Family Residential,4,2.0,3833.0,2,289500,Forced Air (Natural Gas),Central A/C,,Cape Cod,1944.0,,Chicago,10357 South Troy Street,2942.6
,Single Family Residential,4,2.0,3781.0,3,379000,,Central A/C,,Other,,,Chicago,3532 North Overhill Avenue,718.42
903.0,Single Family Residential,4,2.0,3528.0,2,260000,Forced Air (Natural Gas),None,,Cape Cod,1914.0,,Chicago,6233 South kolmar Avenue,3268.0
1123.0,Single Family Residential,4,2.0,3877.0,2,314900,Forced Air (Natural Gas),Central A/C,,Ranch,1959.0,,Chicago,6058 South Natoma Avenue,3156.08
1593.0,Single Family Residential,4,1.0,4051.0,3,269000,Forced Air (Natural Gas),Central A/C,,Other,1954.0,,Chicago,3793 West 78th Street,1470.79
1032.0,Single Family Residential,4,2.0,3790.0,2,280000,Forced Air (Natural Gas),Central A/C,,Other,1959.0,True,Chicago,5458 South Lotus Avenue,3604.0
1162.0,Single Family Residential,4,2.0,3899.0,2,269900,,None,,Cape Cod,1944.0,,Chicago,6424 South LAVERGNE Avenue,3890.46
,Single Family Residential,4,1.0,3250.0,2,319000,Forced Air (Natural Gas),Central A/C,,Ranch,,,Chicago,6217 West Peterson Avenue,5545.49
2200.0,Single Family Residential,4,2.0,4648.0,2,469000,Forced Air (Natural Gas),Central A/C,,Tudor,1941.0,,Chicago,4885 North Austin Avenue,5395.0
1164.0,Single Family Residential,3,2.0,3746.0,1,189000,Forced Air (Natural Gas),Central A/C,,Other,1949.0,,Chicago,9012 South Jeffery Boulevard,3375.0
1500.0,Single Family Residential,4,2.0,,2,299900,Hot Water (Natural Gas),,,Bungalow,,,Chicago,5219 West Nelson Street,3963.0
1292.0,Single Family Residential,4,2.0,6316.0,1,299900,Forced Air (Natural Gas),Central A/C,,Other,1947.0,True,Chicago,10456 South Sawyer Avenue,4215.4
2200.0,Single Family Residential,4,1.0,4008.0,2,355000,Forced Air (Natural Gas),Central A/C,,English,1955.0,True,Chicago,3339 North Olcott Avenue,3918.41
1498.0,Single Family Residential,4,2.0,3006.0,2,259000,Forced Air,Central A/C,,Colonial,1941.0,,Chicago,3631 West 68th Street,1673.0
1940.0,Single Family Residential,4,2.0,3123.0,2,225000,Forced Air (Natural Gas),None,,Other,1964.0,,Chicago,11400 South Racine Avenue,1830.0
1966.0,Single Family Residential,3,2.0,4648.0,2,239898,Fireplace (Natural Gas),Central A/C,,Bungalow,1957.0,,Chicago,3616 West 117th Street,3906.38
1260.0,Single Family Residential,4,2.0,3637.0,2,300000,Fireplace (Natural Gas),Central A/C,,Bungalow,,,Chicago,6459 South Laporte Avenue South,3639.0
1200.0,Single Family Residential,4,2.0,5489.0,2,392000,Hot Water,Window Unit(s) A/C,,Ranch,1952.0,,Chicago,3325 North Austin Avenue,4519.91
1700.0,Single Family Residential,3,1.0,4238.0,3,434000,Forced Air,Central A/C,,Other,,,Chicago,5454 North Octavia Avenue,5370.55
1720.0,Single Family Residential,4,2.0,3811.0,2,339900,Forced Air (Natural Gas),Central A/C,,Bungalow,,,Chicago,3814 North Nordica Avenue,1925.26
1200.0,Single Family Residential,3,3.0,3101.0,2,196000,Forced Air (Natural Gas),Central A/C,,Other,1905.0,,Chicago,11948 South Parnell Avenue,1859.29
1000.0,Condo/Coop,2,1.0,,1,187500,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,1969.0,,Chicago,6881 North Northwest Highway #3B,2475.0
1180.0,Single Family Residential,4,1.0,2949.0,2,355000,,None,,Bungalow,1895.0,,Chicago,1732 North Ridgeway Avenue,4715.72
1720.0,Single Family Residential,4,2.0,4430.0,2,389000,Forced Air (Natural Gas),Central A/C,,Ranch,1955.0,,Chicago,3039 North Olcott Avenue,4398.3
1064.0,Single Family Residential,3,2.0,3006.0,2,209900,,Central A/C,,Other,1970.0,,Chicago,4931 South Winchester Avenue,719.46
891.0,Single Family Residential,2,2.0,4138.0,1,224900,,Central A/C,,Bungalow,1953.0,,Chicago,3931 West Marquette Road,148.35
1554.0,Single Family Residential,4,3.0,3751.0,2,339900,Hot Water (Natural Gas),None,,Bungalow,1925.0,,Chicago,5226 West NELSON Street,4137.0
1484.0,Single Family Residential,3,2.0,3136.0,1,199000,Space Heater,None,,Other,1903.0,,Chicago,3041 South Homan Avenue,3649.97
2144.0,Single Family Residential,3,2.0,5942.0,2,389900,,Central A/C,,Other,,,Chicago,7158 North Overhill Avenue,5800.0
1488.0,Single Family Residential,3,2.0,5184.0,2,354900,Fireplace (Natural Gas),Central A/C,,Georgian,1941.0,,Chicago,9636 South Oakley Avenue,6003.74
1100.0,Single Family Residential,4,2.0,3123.0,2,259900,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1910.0,,Chicago,2845 South Homan Avenue,2096.83
1958.0,Single Family Residential,4,2.0,3781.0,3,297777,Forced Air (Natural Gas),Central A/C,,Other,1961.0,,Chicago,5317 South Harding Avenue,3177.44
1147.0,Single Family Residential,3,2.0,3751.0,2,215000,,Central A/C,,Georgian,1944.0,,Chicago,6800 South Kostner Avenue,2889.12
1414.0,Single Family Residential,4,2.0,3006.0,2,309900,,Central A/C,,Other,1929.0,,Chicago,3817 West 55th Place,3089.1
1414.0,Single Family Residential,4,2.0,3006.0,2,309900,,Central A/C,,Other,1929.0,,Chicago,3817 West 55th Place,3089.1
2128.0,Single Family Residential,3,2.0,3746.0,2,220000,,Central A/C,,Cape Cod,1956.0,True,Chicago,6649 South Kenneth Avenue,3086.0
1197.0,Single Family Residential,3,2.0,3746.0,1,399000,Forced Air (Natural Gas),Central A/C,,Bungalow,1921.0,,Chicago,4939 North Ridgeway Avenue,4573.0
2000.0,Single Family Residential,4,2.0,3751.0,3,325000,Fireplace (Natural Gas),Central A/C,,Tudor,1923.0,,Chicago,9205 South Marshfield Avenue,2500.0
2000.0,Single Family Residential,4,2.0,3907.0,3,309900,Forced Air (Natural Gas),Central A/C,,Ranch,1966.0,,Chicago,5355 South Kildare Avenue,3537.31
2675.0,Single Family Residential,4,2.0,3480.0,3,425000,Forced Air (Natural Gas),Central A/C,,Ranch,1988.0,,Chicago,5416 North Neva Avenue,5798.0
2600.0,Single Family Residential,4,2.0,4648.0,4,444000,Forced Air (Natural Gas),Central A/C,,Bungalow,1990.0,,Chicago,7720 West Patterson Avenue,4383.0
2044.0,Single Family Residential,4,1.0,3751.0,2,363900,,Central A/C,,Ranch,1957.0,,Chicago,5132 South Newcastle Avenue South,3850.52
2200.0,Single Family Residential,4,2.0,3751.0,3,320000,Forced Air (Natural Gas),Central A/C,,Other,1951.0,,Chicago,8736 South Merrill Avenue,1149.84
1378.0,Single Family Residential,2,1.0,3703.0,2,209500,Forced Air (Natural Gas),Central A/C,,Other,1927.0,,Chicago,11263 South Central Park Avenue,3966.0
1477.0,Single Family Residential,4,2.0,4138.0,2,634713,,Central A/C,,Other,1956.0,,Chicago,2140 West Highland Avenue,1827.16
2500.0,Single Family Residential,4,2.0,8756.0,2,515000,,Central A/C,,Other,1951.0,,Chicago,3715 West 104th Street,2404.34
2428.0,Single Family Residential,4,2.0,10019.0,3,409900,Forced Air (Natural Gas),Central A/C,,Split Level,1943.0,,Chicago,11521 South Oakley Avenue,7009.0
2850.0,Single Family Residential,4,2.0,3720.0,3,489900,,Central A/C,,Other,1960.0,,Chicago,2817 North Moody Avenue,5783.17
2300.0,Single Family Residential,4,2.0,3781.0,3,359999,Forced Air (Natural Gas),Central A/C,,Bungalow,1919.0,,Chicago,4731 South Kedvale Avenue,3625.16
1837.0,Single Family Residential,4,2.0,3746.0,3,389900,Fireplace (Natural Gas),Central A/C,,Bungalow,1928.0,,Chicago,5106 West Wellington Avenue,5719.4
,Single Family Residential,2,,2910.0,1,229900,Forced Air (Natural Gas),Central A/C,,Ranch,1948.0,,Chicago,3516 West 107th Street,3064.0
1765.0,Single Family Residential,4,2.0,5968.0,3,380000,Forced Air (Natural Gas),Central A/C,,Split Level,1960.0,,Chicago,2616 West 84th Place,3930.42
2350.0,Single Family Residential,4,2.0,4182.0,3,445000,,Central A/C,,Cape Cod,1952.0,,Chicago,5209 South Moody Avenue,3640.63
1728.0,Single Family Residential,4,3.0,,3,650000,Fireplace (Natural Gas),Central A/C,,Georgian,1953.0,,Chicago,2631 West Birchwood Avenue,6570.7
650.0,Condo/Coop,0,1.0,,1,179000,Forced Air,Central A/C,,Other,1970.0,True,Chicago,1560 North Sandburg Terrace #2905J,2495.28
3000.0,Single Family Residential,4,2.0,3136.0,4,799000,,Central A/C,,Other,2021.0,,Chicago,1838 North Springfield Avenue,506.77
3000.0,Single Family Residential,4,2.0,3149.0,4,749900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4251 North Saint Louis Avenue,1976.15
1434.0,Single Family Residential,3,2.0,6290.0,2,429900,Fireplace (Natural Gas),Central A/C,,Split Level,1969.0,,Chicago,4525 North Oakview Street,4907.82
2100.0,Single Family Residential,4,2.0,5502.0,3,500000,Baseboard (Natural Gas),,,Other,1950.0,,Chicago,7076 North McAlpin Avenue,7459.0
2600.0,Single Family Residential,4,2.0,4064.0,3,489500,Forced Air (Natural Gas),Central A/C,,Cape Cod,1950.0,,Chicago,4509 North Mulligan Avenue,5291.0
2212.0,Single Family Residential,4,2.0,6164.0,3,449900,Zoned (Natural Gas),Central A/C,,Other,1953.0,,Chicago,7167 North Moody Avenue,8791.43
2400.0,Single Family Residential,3,1.0,,2,349000,Fireplace (Electric),Central A/C,,Ranch,1956.0,,Chicago,3855 West Carmen Avenue,5206.0
1645.0,Single Family Residential,4,,0.0,2,399999,,Central A/C,,Bungalow,1929.0,,Chicago,7715 W Patterson Avenue,
1200.0,Single Family Residential,4,2.0,3781.0,2,319987,,Central A/C,,Ranch,,,Chicago,4732 South Laporte Avenue,3135.55
,Single Family Residential,4,2.0,3720.0,1,269000,,Central A/C,,Ranch,1924.0,,Chicago,5709 North Mobile Avenue,4839.4
968.0,Single Family Residential,4,2.0,3781.0,2,254900,,Central A/C,,Other,1916.0,,Chicago,6124 South Mason Avenue,2965.74
2200.0,Single Family Residential,4,2.0,,3,349000,Forced Air (Natural Gas),Central A/C,,Split Level,1932.0,,Chicago,10448 South SAWYER Avenue,516.0
2500.0,Single Family Residential,4,2.0,4356.0,2,449000,,Central A/C,,Other,1920.0,,Chicago,5251 West Argyle Street,6171.37
1344.0,Single Family Residential,4,2.0,3136.0,2,269000,,None,,Cape Cod,1875.0,,Chicago,3734 South Sacramento Avenue,1708.23
2930.0,Single Family Residential,4,2.0,4421.0,2,450000,Forced Air (Natural Gas),Central A/C,,Cape Cod,1948.0,,Chicago,7277 West Palatine Avenue,6536.42
,Single Family Residential,4,2.0,,3,300000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,4155 West 58TH Street,2243.0
,Single Family Residential,3,2.0,3751.0,1,389000,Forced Air (Natural Gas),Central A/C,,English,1954.0,,Chicago,7536 North OCTAVIA Avenue,6368.91
,Single Family Residential,4,2.0,3123.0,3,850000,Forced Air (Natural Gas),Central A/C,,Cottage,1905.0,,Chicago,5347 North Paulina Street,9340.15
,Single Family Residential,3,2.0,3999.0,1,245000,Forced Air (Natural Gas),Central A/C,,Georgian,1941.0,,Chicago,3655 West 68TH Street,2727.0
,Single Family Residential,4,2.0,3720.0,3,499900,,Zoned A/C,,Colonial,1953.0,,Chicago,5218 North Nashville Avenue,5804.52
,Single Family Residential,4,2.0,3123.0,3,449900,,Central A/C,,Other,,,Chicago,2743 West 37th Place,1936.0
2036.0,Single Family Residential,4,1.0,4373.0,3,309900,Forced Air (Natural Gas),Central A/C,,Other,1918.0,,Chicago,8224 South Woodlawn Avenue,2288.09
,Single Family Residential,4,2.0,3877.0,2,399900,Forced Air (Natural Gas),Central A/C,,Other,1944.0,,Chicago,2725 North MERRIMAC Avenue,3501.05
2015.0,Single Family Residential,4,2.0,,2,398000,Hot Water,Window Unit(s) A/C,,English,1957.0,,Chicago,5420 North Lotus Avenue,8041.78
,Single Family Residential,4,2.0,2483.0,2,365000,Forced Air (Natural Gas),Central A/C,,Other,1964.0,,Chicago,6963 West Berwyn Avenue,5240.96
1248.0,Single Family Residential,4,2.0,4090.0,2,289000,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,1923.0,,Chicago,6237 West Warwick Avenue,4148.54
1188.0,Single Family Residential,4,2.0,4095.0,2,399900,,Central A/C,,Other,1952.0,,Chicago,5609 North Nagle Avenue,4820.45
2170.0,Single Family Residential,4,2.0,9392.0,2,299900,Forced Air (Natural Gas),Central A/C,,Other,1925.0,,Chicago,4557 South Kilpatrick Avenue,4741.47
1120.0,Single Family Residential,4,2.0,3267.0,2,410000,Baseboard (Natural Gas),Window Unit(s) A/C,,Ranch,1956.0,,Chicago,6255 West Peterson Avenue,5675.78
1300.0,Condo/Coop,3,1.0,,2,199000,,Window Unit(s) A/C,,Other,1974.0,,Chicago,8758 West Berwyn Avenue #2N,2588.16
